commodity,value,zscore,cdf
DATES,42.0,-0.8825476473226116,0.10514018691588785
DATES,36.0,-0.9330032205334516,0.06775700934579439
DATES,42.0,-0.8825476473226116,0.10747663551401869
DATES,39.0,-0.9077754339280316,0.08411214953271028
DATES,39.0,-0.9077754339280316,0.08644859813084112
DATES,39.0,-0.9077754339280316,0.08878504672897196
DATES,24.0,-1.0339143669551316,0.028037383177570093
DATES,27.0,-1.0086865803497116,0.04205607476635514
DATES,28.5,-0.9960726870470016,0.04439252336448598
DATES,24.0,-1.0339143669551316,0.030373831775700934
DATES,24.0,-1.0339143669551316,0.03271028037383177
DATES,22.5,-1.0465282602578416,0.02570093457943925
DATES,22.0,-1.050732891358745,0.02102803738317757
DATES,19.5,-1.0717560468632616,0.018691588785046728
DATES,24.0,-1.0339143669551316,0.035046728971962614
DATES,22.0,-1.050732891358745,0.02336448598130841
DATES,26.0,-1.0170958425515184,0.0397196261682243
DATES,18.0,-1.0843699401659717,0.014018691588785047
DATES,15.0,-1.1095977267713917,0.007009345794392523
DATES,13.0,-1.126416251175005,0.002336448598130841
DATES,17.0,-1.0927792023677783,0.009345794392523364
DATES,13.0,-1.126416251175005,0.004672897196261682
DATES,17.0,-1.0927792023677783,0.011682242990654205
DATES,60.0,-0.7311809276900915,0.26869158878504673
DATES,72.0,-0.6302697812684115,0.338785046728972
DATES,126.0,-0.1761696223708512,0.5981308411214953
DATES,120.0,-0.22662519558169122,0.5747663551401869
DATES,84.0,-0.5293586348467314,0.42289719626168226
DATES,78.0,-0.5798142080575714,0.39953271028037385
DATES,126.0,-0.1761696223708512,0.6004672897196262
DATES,81.0,-0.5545864214521514,0.4088785046728972
DATES,96.0,-0.4284474884250513,0.4883177570093458
DATES,108.0,-0.3275363420033713,0.5397196261682243
